SourceIdentifier,VendorGivenName,BACnetName,BACnetDescription,BACnetUnit,BACnetTypeStr
604_0_3013478,RM-5420.ACLG-STPT,NAE 104 N2 Trunk 1 VAV5 5 ACLG STPT,Actual Cooling Setpoint,64,Analog Input
604_0_3013479,RM-5420.AHTG-STPT,NAE 104 N2 Trunk 1 VAV5 5 AHTG STPT,Actual Heating Setpoint,64,Analog Input
604_0_3013481,RM-5420.SUP-FLOW,NAE 104 N2 Trunk 1 VAV5 5 SUP FLOW,Supply Air Flow,84,Analog Input
604_0_3013488,RM-5433.ZN-T,NAE 104 N2 Trunk 1 VAV5 6 ZN T,Zone Temperature,64,Analog Input
604_0_3013489,RM-5433.WC-ADJ,NAE 104 N2 Trunk 1 VAV5 6 WC ADJ,Warm/Cool Adjustment,64,Analog Input
604_0_3013490,RM-5433.SA-VP,NAE 104 N2 Trunk 1 VAV5 6 SA VP,Supply Air Velocity Pressure,58,Analog Input
604_0_3013492,RM-5433.DMPR-POS,NAE 104 N2 Trunk 1 VAV5 6 DMPR POS,Damper Position Feedback,98,Analog Input
604_0_3013493,RM-5433.ACLG-STPT,NAE 104 N2 Trunk 1 VAV5 6 ACLG STPT,Actual Cooling Setpoint,64,Analog Input
604_0_3013494,RM-5433.AHTG-STPT,NAE 104 N2 Trunk 1 VAV5 6 AHTG STPT,Actual Heating Setpoint,64,Analog Input
604_0_3013496,RM-5433.SUP-FLOW,NAE 104 N2 Trunk 1 VAV5 6 SUP FLOW,Supply Air Flow,84,Analog Input
604_0_3013503,RM-5441.ZN-T,NAE 104 N2 Trunk 1 VAV5 7 ZN T,Zone Temperature,64,Analog Input
604_0_3013504,RM-5441.WC-ADJ,NAE 104 N2 Trunk 1 VAV5 7 WC ADJ,Warm/Cool Adjustment,64,Analog Input
604_0_3013505,RM-5441.SA-VP,NAE 104 N2 Trunk 1 VAV5 7 SA VP,Supply Air Velocity Pressure,58,Analog Input
604_0_3013507,RM-5441.DMPR-POS,NAE 104 N2 Trunk 1 VAV5 7 DMPR POS,Damper Position Feedback,98,Analog Input
604_0_3013508,RM-5441.ACLG-STPT,NAE 104 N2 Trunk 1 VAV5 7 ACLG STPT,Actual Cooling Setpoint,64,Analog Input
604_0_3013509,RM-5441.AHTG-STPT,NAE 104 N2 Trunk 1 VAV5 7 AHTG STPT,Actual Heating Setpoint,64,Analog Input
604_0_3013511,RM-5441.SUP-FLOW,NAE 104 N2 Trunk 1 VAV5 7 SUP FLOW,Supply Air Flow,84,Analog Input
604_0_3013518,RM-5444.ZN-T,NAE 104 N2 Trunk 1 VAV5 8 ZN T,Zone Temperature,64,Analog Input
604_0_3013519,RM-5444.WC-ADJ,NAE 104 N2 Trunk 1 VAV5 8 WC ADJ,Warm/Cool Adjustment,64,Analog Input
604_0_3013520,RM-5444.SA-VP,NAE 104 N2 Trunk 1 VAV5 8 SA VP,Supply Air Velocity Pressure,58,Analog Input
604_0_3013522,RM-5444.DMPR-POS,NAE 104 N2 Trunk 1 VAV5 8 DMPR POS,Damper Position Feedback,98,Analog Input
604_0_3013523,RM-5444.ACLG-STPT,NAE 104 N2 Trunk 1 VAV5 8 ACLG STPT,Actual Cooling Setpoint,64,Analog Input
604_0_3013524,RM-5444.AHTG-STPT,NAE 104 N2 Trunk 1 VAV5 8 AHTG STPT,Actual Heating Setpoint,64,Analog Input
604_0_3013526,RM-5444.SUP-FLOW,NAE 104 N2 Trunk 1 VAV5 8 SUP FLOW,Supply Air Flow,84,Analog Input
604_0_3013533,RM-5443.ZN-T,NAE 104 N2 Trunk 1 VAV5 9 ZN T,Zone Temperature,64,Analog Input
604_0_3013534,RM-5443.WC-ADJ,NAE 104 N2 Trunk 1 VAV5 9 WC ADJ,Warm/Cool Adjustment,64,Analog Input
604_0_3013535,RM-5443.SA-VP,NAE 104 N2 Trunk 1 VAV5 9 SA VP,Supply Air Velocity Pressure,58,Analog Input
604_0_3013537,RM-5443.DMPR-POS,NAE 104 N2 Trunk 1 VAV5 9 DMPR POS,Damper Position Feedback,98,Analog Input
604_0_3013538,RM-5443.ACLG-STPT,NAE 104 N2 Trunk 1 VAV5 9 ACLG STPT,Actual Cooling Setpoint,64,Analog Input
604_0_3013539,RM-5443.AHTG-STPT,NAE 104 N2 Trunk 1 VAV5 9 AHTG STPT,Actual Heating Setpoint,64,Analog Input
604_0_3013541,RM-5443.SUP-FLOW,NAE 104 N2 Trunk 1 VAV5 9 SUP FLOW,Supply Air Flow,84,Analog Input
604_0_3013548,RM-5450.ZN-T,NAE 104 N2 Trunk 1 VAV5 10 ZN T,Zone Temperature,64,Analog Input
604_0_3013549,RM-5450.WC-ADJ,NAE 104 N2 Trunk 1 VAV5 10 WC ADJ,Warm/Cool Adjustment,64,Analog Input
604_0_3013550,RM-5450.SA-VP,NAE 104 N2 Trunk 1 VAV5 10 SA VP,Supply Air Velocity Pressure,58,Analog Input
604_0_3013552,RM-5450.DMPR-POS,NAE 104 N2 Trunk 1 VAV5 10 DMPR POS,Damper Position Feedback,98,Analog Input
604_0_3013553,RM-5450.ACLG-STPT,NAE 104 N2 Trunk 1 VAV5 10 ACLG STPT,Actual Cooling Setpoint,64,Analog Input
604_0_3013554,RM-5450.AHTG-STPT,NAE 104 N2 Trunk 1 VAV5 10 AHTG STPT,Actual Heating Setpoint,64,Analog Input
604_0_3013556,RM-5450.SUP-FLOW,NAE 104 N2 Trunk 1 VAV5 10 SUP FLOW,Supply Air Flow,84,Analog Input
604_0_3013563,RM-5350.ZN-T,NAE 104 N2 Trunk 1 VAV5 11 ZN T,Zone Temperature,64,Analog Input
604_0_3013564,RM-5350.WC-ADJ,NAE 104 N2 Trunk 1 VAV5 11 WC ADJ,Warm/Cool Adjustment,64,Analog Input
604_0_3013565,RM-5350.SA-VP,NAE 104 N2 Trunk 1 VAV5 11 SA VP,Supply Air Velocity Pressure,58,Analog Input
604_0_3013567,RM-5350.DMPR-POS,NAE 104 N2 Trunk 1 VAV5 11 DMPR POS,Damper Position Feedback,98,Analog Input
604_0_3013568,RM-5350.ACLG-STPT,NAE 104 N2 Trunk 1 VAV5 11 ACLG STPT,Actual Cooling Setpoint,64,Analog Input
604_0_3013569,RM-5350.AHTG-STPT,NAE 104 N2 Trunk 1 VAV5 11 AHTG STPT,Actual Heating Setpoint,64,Analog Input
604_0_3013571,RM-5350.SUP-FLOW,NAE 104 N2 Trunk 1 VAV5 11 SUP FLOW,Supply Air Flow,84,Analog Input
604_0_3013578,RM-5343.ZN-T,NAE 104 N2 Trunk 1 VAV5 12 ZN T,Zone Temperature,64,Analog Input
604_0_3013579,RM-5343.WC-ADJ,NAE 104 N2 Trunk 1 VAV5 12 WC ADJ,Warm/Cool Adjustment,64,Analog Input
604_0_3013580,RM-5343.SA-VP,NAE 104 N2 Trunk 1 VAV5 12 SA VP,Supply Air Velocity Pressure,58,Analog Input
604_0_3013582,RM-5343.DMPR-POS,NAE 104 N2 Trunk 1 VAV5 12 DMPR POS,Damper Position Feedback,98,Analog Input
604_0_3013583,RM-5343.ACLG-STPT,NAE 104 N2 Trunk 1 VAV5 12 ACLG STPT,Actual Cooling Setpoint,64,Analog Input
604_0_3013584,RM-5343.AHTG-STPT,NAE 104 N2 Trunk 1 VAV5 12 AHTG STPT,Actual Heating Setpoint,64,Analog Input
604_0_3013586,RM-5343.SUP-FLOW,NAE 104 N2 Trunk 1 VAV5 12 SUP FLOW,Supply Air Flow,84,Analog Input
604_0_3013593,RM-5340.ZN-T,NAE 104 N2 Trunk 1 VAV5 13 ZN T,Zone Temperature,64,Analog Input
604_0_3013594,RM-5340.WC-ADJ,NAE 104 N2 Trunk 1 VAV5 13 WC ADJ,Warm/Cool Adjustment,64,Analog Input
604_0_3013595,RM-5340.SA-VP,NAE 104 N2 Trunk 1 VAV5 13 SA VP,Supply Air Velocity Pressure,58,Analog Input
604_0_3013597,RM-5340.DMPR-POS,NAE 104 N2 Trunk 1 VAV5 13 DMPR POS,Damper Position Feedback,98,Analog Input
604_0_3013598,RM-5340.ACLG-STPT,NAE 104 N2 Trunk 1 VAV5 13 ACLG STPT,Actual Cooling Setpoint,64,Analog Input
604_0_3013599,RM-5340.AHTG-STPT,NAE 104 N2 Trunk 1 VAV5 13 AHTG STPT,Actual Heating Setpoint,64,Analog Input
604_0_3013601,RM-5340.SUP-FLOW,NAE 104 N2 Trunk 1 VAV5 13 SUP FLOW,Supply Air Flow,84,Analog Input
604_0_3013608,RM-5332.ZN-T,NAE 104 N2 Trunk 1 VAV5 14 ZN T,Zone Temperature,64,Analog Input
604_0_3013609,RM-5332.WC-ADJ,NAE 104 N2 Trunk 1 VAV5 14 WC ADJ,Warm/Cool Adjustment,64,Analog Input
604_0_3013610,RM-5332.SA-VP,NAE 104 N2 Trunk 1 VAV5 14 SA VP,Supply Air Velocity Pressure,58,Analog Input
604_0_3013612,RM-5332.DMPR-POS,NAE 104 N2 Trunk 1 VAV5 14 DMPR POS,Damper Position Feedback,98,Analog Input
604_0_3013613,RM-5332.ACLG-STPT,NAE 104 N2 Trunk 1 VAV5 14 ACLG STPT,Actual Cooling Setpoint,64,Analog Input
604_0_3013614,RM-5332.AHTG-STPT,NAE 104 N2 Trunk 1 VAV5 14 AHTG STPT,Actual Heating Setpoint,64,Analog Input
604_0_3013616,RM-5332.SUP-FLOW,NAE 104 N2 Trunk 1 VAV5 14 SUP FLOW,Supply Air Flow,84,Analog Input
604_0_3013623,RM-5330.ZN-T,NAE 104 N2 Trunk 1 VAV5 15 ZN T,Zone Temperature,64,Analog Input
604_0_3013624,RM-5330.WC-ADJ,NAE 104 N2 Trunk 1 VAV5 15 WC ADJ,Warm/Cool Adjustment,64,Analog Input
604_0_3013625,RM-5330.SA-VP,NAE 104 N2 Trunk 1 VAV5 15 SA VP,Supply Air Velocity Pressure,58,Analog Input
604_0_3013627,RM-5330.DMPR-POS,NAE 104 N2 Trunk 1 VAV5 15 DMPR POS,Damper Position Feedback,98,Analog Input
604_0_3013628,RM-5330.ACLG-STPT,NAE 104 N2 Trunk 1 VAV5 15 ACLG STPT,Actual Cooling Setpoint,64,Analog Input
604_0_3013629,RM-5330.AHTG-STPT,NAE 104 N2 Trunk 1 VAV5 15 AHTG STPT,Actual Heating Setpoint,64,Analog Input
604_0_3013631,RM-5330.SUP-FLOW,NAE 104 N2 Trunk 1 VAV5 15 SUP FLOW,Supply Air Flow,84,Analog Input
604_0_3013638,RM-5331.ZN-T,NAE 104 N2 Trunk 1 VAV5 16 ZN T,Zone Temperature,64,Analog Input
604_0_3013639,RM-5331.WC-ADJ,NAE 104 N2 Trunk 1 VAV5 16 WC ADJ,Warm/Cool Adjustment,64,Analog Input
604_0_3013640,RM-5331.SA-VP,NAE 104 N2 Trunk 1 VAV5 16 SA VP,Supply Air Velocity Pressure,58,Analog Input
604_0_3013642,RM-5331.DMPR-POS,NAE 104 N2 Trunk 1 VAV5 16 DMPR POS,Damper Position Feedback,98,Analog Input
604_0_3013643,RM-5331.ACLG-STPT,NAE 104 N2 Trunk 1 VAV5 16 ACLG STPT,Actual Cooling Setpoint,64,Analog Input
604_0_3013644,RM-5331.AHTG-STPT,NAE 104 N2 Trunk 1 VAV5 16 AHTG STPT,Actual Heating Setpoint,64,Analog Input
604_0_3013646,RM-5331.SUP-FLOW,NAE 104 N2 Trunk 1 VAV5 16 SUP FLOW,Supply Air Flow,84,Analog Input
604_0_3013653,RM-5320.ZN-T,NAE 104 N2 Trunk 1 VAV5 17 ZN T,Zone Temperature,64,Analog Input
604_0_3013654,RM-5320.WC-ADJ,NAE 104 N2 Trunk 1 VAV5 17 WC ADJ,Warm/Cool Adjustment,64,Analog Input
604_0_3013655,RM-5320.SA-VP,NAE 104 N2 Trunk 1 VAV5 17 SA VP,Supply Air Velocity Pressure,58,Analog Input
604_0_3013657,RM-5320.DMPR-POS,NAE 104 N2 Trunk 1 VAV5 17 DMPR POS,Damper Position Feedback,98,Analog Input
604_0_3013658,RM-5320.ACLG-STPT,NAE 104 N2 Trunk 1 VAV5 17 ACLG STPT,Actual Cooling Setpoint,64,Analog Input
604_0_3013659,RM-5320.AHTG-STPT,NAE 104 N2 Trunk 1 VAV5 17 AHTG STPT,Actual Heating Setpoint,64,Analog Input
604_0_3013661,RM-5320.SUP-FLOW,NAE 104 N2 Trunk 1 VAV5 17 SUP FLOW,Supply Air Flow,84,Analog Input
604_0_3013668,RM-5322.ZN-T,NAE 104 N2 Trunk 1 VAV5 18 ZN T,Zone Temperature,64,Analog Input
604_0_3013669,RM-5322.WC-ADJ,NAE 104 N2 Trunk 1 VAV5 18 WC ADJ,Warm/Cool Adjustment,64,Analog Input
604_0_3013670,RM-5322.SA-VP,NAE 104 N2 Trunk 1 VAV5 18 SA VP,Supply Air Velocity Pressure,58,Analog Input
604_0_3013672,RM-5322.DMPR-POS,NAE 104 N2 Trunk 1 VAV5 18 DMPR POS,Damper Position Feedback,98,Analog Input
604_0_3013673,RM-5322.ACLG-STPT,NAE 104 N2 Trunk 1 VAV5 18 ACLG STPT,Actual Cooling Setpoint,64,Analog Input
604_0_3013674,RM-5322.AHTG-STPT,NAE 104 N2 Trunk 1 VAV5 18 AHTG STPT,Actual Heating Setpoint,64,Analog Input
604_0_3013676,RM-5322.SUP-FLOW,NAE 104 N2 Trunk 1 VAV5 18 SUP FLOW,Supply Air Flow,84,Analog Input
604_0_3013688,AP&M-CRAC-1-MIG-008.Temperature,NAE 104 N2 Trunk 1 MIG 008 Temperature,Temperature,64,Analog Input
604_0_3013689,AP&M-CRAC-1-MIG-008.Humidity,NAE 104 N2 Trunk 1 MIG 008 Humidity,Humidity,29,Analog Input
604_0_3013690,AP&M-CRAC-1-MIG-008.% Capacity,NAE 104 N2 Trunk 1 MIG 008   Capacity,% Capacity,98,Analog Input
604_0_3013701,AP&M-CRAC-2-MIG-009.Temperature,NAE 104 N2 Trunk 1 MIG 009 Temperature,Temperature,64,Analog Input
604_0_3013702,AP&M-CRAC-2-MIG-009.Humidity,NAE 104 N2 Trunk 1 MIG 009 Humidity,Humidity,29,Analog Input
604_0_3013703,AP&M-CRAC-2-MIG-009.% Capacity,NAE 104 N2 Trunk 1 MIG 009   Capacity,% Capacity,98,Analog Input
604_0_3014280,WestStatic,NAE 104 N2 Trunk 2 UNT BldgStatic WestStatic,,58,Analog Input
604_0_3014281,East Static,NAE 104 N2 Trunk 2 UNT BldgStatic East Static,,58,Analog Input
604_1_3012390,AP&M.RM-6260.CMAX-STPT,NAE 104 N2 Trunk 1 VAV 38 CMAX STPT,Occupied Cooling Maximum Flow,84,Analog Output
604_1_3012391,AP&M.RM-6260.DMPR-CMD,NAE 104 N2 Trunk 1 VAV 38 DMPR CMD,Damper Command,98,Analog Output
604_1_3012392,AP&M.RM-6260.HMAX-STPT,NAE 104 N2 Trunk 1 VAV 38 HMAX STPT,Occupied Heating Maximum Flow,84,Analog Output
604_1_3012393,AP&M.RM-6260.HTG-VLV,NAE 104 N2 Trunk 1 VAV 38 HTG VLV,Heating Valve Command,98,Analog Output
604_1_3012394,AP&M.RM-6260.OCLG-STPT,NAE 104 N2 Trunk 1 VAV 38 OCLG STPT,Occupied Cooling Setpoint,64,Analog Output
604_1_3012395,AP&M.RM-6260.OCMIN-STPT,NAE 104 N2 Trunk 1 VAV 38 OCMIN STPT,Occupied Cooling Minimum Flow,84,Analog Output
604_1_3012396,AP&M.RM-6260.OHMIN-STPT,NAE 104 N2 Trunk 1 VAV 38 OHMIN STPT,Occupied Heating Minimum Flow,84,Analog Output
604_1_3012397,AP&M.RM-6260.OHTG-STPT,NAE 104 N2 Trunk 1 VAV 38 OHTG STPT,Occupied Heating Setpoint,64,Analog Output
604_1_3012399,AP&M.RM-6260.SUPFLO-STPT,NAE 104 N2 Trunk 1 VAV 38 SUPFLO STPT,Supply Air Flow Setpoint,84,Analog Output
604_1_3012405,AP&M.RM-6161.CMAX-STPT,NAE 104 N2 Trunk 1 VAV 37 CMAX STPT,Occupied Cooling Maximum Flow,84,Analog Output
604_1_3012406,AP&M.RM-6161.DMPR-CMD,NAE 104 N2 Trunk 1 VAV 37 DMPR CMD,Damper Command,98,Analog Output
604_1_3012407,AP&M.RM-6161.HMAX-STPT,NAE 104 N2 Trunk 1 VAV 37 HMAX STPT,Occupied Heating Maximum Flow,84,Analog Output
604_1_3012408,AP&M.RM-6161.HTG-VLV,NAE 104 N2 Trunk 1 VAV 37 HTG VLV,Heating Valve Command,98,Analog Output
604_1_3012409,AP&M.RM-6161.OCLG-STPT,NAE 104 N2 Trunk 1 VAV 37 OCLG STPT,Occupied Cooling Setpoint,64,Analog Output
604_1_3012410,AP&M.RM-6161.OCMIN-STPT,NAE 104 N2 Trunk 1 VAV 37 OCMIN STPT,Occupied Cooling Minimum Flow,84,Analog Output
604_1_3012411,AP&M.RM-6161.OHMIN-STPT,NAE 104 N2 Trunk 1 VAV 37 OHMIN STPT,Occupied Heating Minimum Flow,84,Analog Output
604_1_3012412,AP&M.RM-6161.OHTG-STPT,NAE 104 N2 Trunk 1 VAV 37 OHTG STPT,Occupied Heating Setpoint,64,Analog Output
604_1_3012414,AP&M.RM-6161.SUPFLO-STPT,NAE 104 N2 Trunk 1 VAV 37 SUPFLO STPT,Supply Air Flow Setpoint,84,Analog Output
604_1_3012420,AP&M.RM-6141.CMAX-STPT,NAE 104 N2 Trunk 1 VAV 36 CMAX STPT,Occupied Cooling Maximum Flow,84,Analog Output
604_1_3012421,AP&M.RM-6141.DMPR-CMD,NAE 104 N2 Trunk 1 VAV 36 DMPR CMD,Damper Command,98,Analog Output
604_1_3012422,AP&M.RM-6141.HMAX-STPT,NAE 104 N2 Trunk 1 VAV 36 HMAX STPT,Occupied Heating Maximum Flow,84,Analog Output
604_1_3012423,AP&M.RM-6141.HTG-VLV,NAE 104 N2 Trunk 1 VAV 36 HTG VLV,Heating Valve Command,98,Analog Output
604_1_3012424,AP&M.RM-6141.OCLG-STPT,NAE 104 N2 Trunk 1 VAV 36 OCLG STPT,Occupied Cooling Setpoint,64,Analog Output
604_1_3012425,AP&M.RM-6141.OCMIN-STPT,NAE 104 N2 Trunk 1 VAV 36 OCMIN STPT,Occupied Cooling Minimum Flow,84,Analog Output
604_1_3012426,AP&M.RM-6141.OHMIN-STPT,NAE 104 N2 Trunk 1 VAV 36 OHMIN STPT,Occupied Heating Minimum Flow,84,Analog Output
604_1_3012427,AP&M.RM-6141.OHTG-STPT,NAE 104 N2 Trunk 1 VAV 36 OHTG STPT,Occupied Heating Setpoint,64,Analog Output
604_1_3012429,AP&M.RM-6141.SUPFLO-STPT,NAE 104 N2 Trunk 1 VAV 36 SUPFLO STPT,Supply Air Flow Setpoint,84,Analog Output
604_1_3012434,AP&M.RM-6101.CMAX-STPT,NAE 104 N2 Trunk 1 VAV 35 CMAX STPT,Occupied Cooling Maximum Flow,84,Analog Output
604_1_3012435,AP&M.RM-6101.DMPR-CMD,NAE 104 N2 Trunk 1 VAV 35 DMPR CMD,Damper Command,98,Analog Output
604_1_3012436,AP&M.RM-6101.HMAX-STPT,NAE 104 N2 Trunk 1 VAV 35 HMAX STPT,Occupied Heating Maximum Flow,84,Analog Output
604_1_3012437,AP&M.RM-6101.HTG-VLV,NAE 104 N2 Trunk 1 VAV 35 HTG VLV,Heating Valve Command,98,Analog Output
604_1_3012438,AP&M.RM-6101.OCLG-STPT,NAE 104 N2 Trunk 1 VAV 35 OCLG STPT,Occupied Cooling Setpoint,64,Analog Output
604_1_3012439,AP&M.RM-6101.OCMIN-STPT,NAE 104 N2 Trunk 1 VAV 35 OCMIN STPT,Occupied Cooling Minimum Flow,84,Analog Output
604_1_3012440,AP&M.RM-6101.OHMIN-STPT,NAE 104 N2 Trunk 1 VAV 35 OHMIN STPT,Occupied Heating Minimum Flow,84,Analog Output
604_1_3012441,AP&M.RM-6101.OHTG-STPT,NAE 104 N2 Trunk 1 VAV 35 OHTG STPT,Occupied Heating Setpoint,64,Analog Output
604_1_3012443,AP&M.RM-6101.SUPFLO-STPT,NAE 104 N2 Trunk 1 VAV 35 SUPFLO STPT,Supply Air Flow Setpoint,84,Analog Output
604_1_3012449,AP&M.6FLE-HALL.CMAX-STPT,NAE 104 N2 Trunk 1 VAV 34 CMAX STPT,Occupied Cooling Maximum Flow,84,Analog Output
604_1_3012450,AP&M.6FLE-HALL.DMPR-CMD,NAE 104 N2 Trunk 1 VAV 34 DMPR CMD,Damper Command,98,Analog Output
604_1_3012451,AP&M.6FLE-HALL.HMAX-STPT,NAE 104 N2 Trunk 1 VAV 34 HMAX STPT,Occupied Heating Maximum Flow,84,Analog Output
604_1_3012452,AP&M.6FLE-HALL.HTG-VLV,NAE 104 N2 Trunk 1 VAV 34 HTG VLV,Heating Valve Command,98,Analog Output
604_1_3012453,AP&M.6FLE-HALL.OCLG-STPT,NAE 104 N2 Trunk 1 VAV 34 OCLG STPT,Occupied Cooling Setpoint,64,Analog Output
604_1_3012454,AP&M.6FLE-HALL.OCMIN-STPT,NAE 104 N2 Trunk 1 VAV 34 OCMIN STPT,Occupied Cooling Minimum Flow,84,Analog Output
604_1_3012455,AP&M.6FLE-HALL.OHMIN-STPT,NAE 104 N2 Trunk 1 VAV 34 OHMIN STPT,Occupied Heating Minimum Flow,84,Analog Output
604_1_3012456,AP&M.6FLE-HALL.OHTG-STPT,NAE 104 N2 Trunk 1 VAV 34 OHTG STPT,Occupied Heating Setpoint,64,Analog Output
604_1_3012458,AP&M.6FLE-HALL.SUPFLO-STPT,NAE 104 N2 Trunk 1 VAV 34 SUPFLO STPT,Supply Air Flow Setpoint,84,Analog Output
604_1_3012464,AP&M.RM-5101.CMAX-STPT,NAE 104 N2 Trunk 1 VAV 19 CMAX STPT,Occupied Cooling Maximum Flow,84,Analog Output
604_1_3012465,AP&M.RM-5101.DMPR-CMD,NAE 104 N2 Trunk 1 VAV 19 DMPR CMD,Damper Command,98,Analog Output
604_1_3012466,AP&M.RM-5101.HMAX-STPT,NAE 104 N2 Trunk 1 VAV 19 HMAX STPT,Occupied Heating Maximum Flow,84,Analog Output
604_1_3012467,AP&M.RM-5101.HTG-VLV,NAE 104 N2 Trunk 1 VAV 19 HTG VLV,Heating Valve Command,98,Analog Output
604_1_3012468,AP&M.RM-5101.OCLG-STPT,NAE 104 N2 Trunk 1 VAV 19 OCLG STPT,Occupied Cooling Setpoint,64,Analog Output
604_1_3012469,AP&M.RM-5101.OCMIN-STPT,NAE 104 N2 Trunk 1 VAV 19 OCMIN STPT,Occupied Cooling Minimum Flow,84,Analog Output
604_1_3012470,AP&M.RM-5101.OHMIN-STPT,NAE 104 N2 Trunk 1 VAV 19 OHMIN STPT,Occupied Heating Minimum Flow,84,Analog Output
604_1_3012471,AP&M.RM-5101.OHTG-STPT,NAE 104 N2 Trunk 1 VAV 19 OHTG STPT,Occupied Heating Setpoint,64,Analog Output
604_1_3012473,AP&M.RM-5101.SUPFLO-STPT,NAE 104 N2 Trunk 1 VAV 19 SUPFLO STPT,Supply Air Flow Setpoint,84,Analog Output
604_1_3012479,AP&M.RM-5218.CMAX-STPT,NAE 104 N2 Trunk 1 VAV 17 CMAX STPT,Occupied Cooling Maximum Flow,84,Analog Output
604_1_3012480,AP&M.RM-5218.DMPR-CMD,NAE 104 N2 Trunk 1 VAV 17 DMPR CMD,Damper Command,98,Analog Output
604_1_3012481,AP&M.RM-5218.HMAX-STPT,NAE 104 N2 Trunk 1 VAV 17 HMAX STPT,Occupied Heating Maximum Flow,84,Analog Output
604_1_3012482,AP&M.RM-5218.HTG-VLV,NAE 104 N2 Trunk 1 VAV 17 HTG VLV,Heating Valve Command,98,Analog Output
604_1_3012483,AP&M.RM-5218.OCLG-STPT,NAE 104 N2 Trunk 1 VAV 17 OCLG STPT,Occupied Cooling Setpoint,64,Analog Output
604_1_3012484,AP&M.RM-5218.OCMIN-STPT,NAE 104 N2 Trunk 1 VAV 17 OCMIN STPT,Occupied Cooling Minimum Flow,84,Analog Output
604_1_3012485,AP&M.RM-5218.OHMIN-STPT,NAE 104 N2 Trunk 1 VAV 17 OHMIN STPT,Occupied Heating Minimum Flow,84,Analog Output
604_1_3012486,AP&M.RM-5218.OHTG-STPT,NAE 104 N2 Trunk 1 VAV 17 OHTG STPT,Occupied Heating Setpoint,64,Analog Output
604_1_3012488,AP&M.RM-5218.SUPFLO-STPT,NAE 104 N2 Trunk 1 VAV 17 SUPFLO STPT,Supply Air Flow Setpoint,84,Analog Output
604_1_3012494,AP&M.RM-5260.CMAX-STPT,NAE 104 N2 Trunk 1 VAV 15 CMAX STPT,Occupied Cooling Maximum Flow,84,Analog Output
604_1_3012495,AP&M.RM-5260.DMPR-CMD,NAE 104 N2 Trunk 1 VAV 15 DMPR CMD,Damper Command,98,Analog Output
604_1_3012496,AP&M.RM-5260.HMAX-STPT,NAE 104 N2 Trunk 1 VAV 15 HMAX STPT,Occupied Heating Maximum Flow,84,Analog Output
604_1_3012497,AP&M.RM-5260.HTG-VLV,NAE 104 N2 Trunk 1 VAV 15 HTG VLV,Heating Valve Command,98,Analog Output
604_1_3012498,AP&M.RM-5260.OCLG-STPT,NAE 104 N2 Trunk 1 VAV 15 OCLG STPT,Occupied Cooling Setpoint,64,Analog Output
604_1_3012499,AP&M.RM-5260.OCMIN-STPT,NAE 104 N2 Trunk 1 VAV 15 OCMIN STPT,Occupied Cooling Minimum Flow,84,Analog Output
604_1_3012500,AP&M.RM-5260.OHMIN-STPT,NAE 104 N2 Trunk 1 VAV 15 OHMIN STPT,Occupied Heating Minimum Flow,84,Analog Output
604_1_3012501,AP&M.RM-5260.OHTG-STPT,NAE 104 N2 Trunk 1 VAV 15 OHTG STPT,Occupied Heating Setpoint,64,Analog Output
604_1_3012503,AP&M.RM-5260.SUPFLO-STPT,NAE 104 N2 Trunk 1 VAV 15 SUPFLO STPT,Supply Air Flow Setpoint,84,Analog Output
604_1_3012509,AP&M.RM-5161.CMAX-STPT,NAE 104 N2 Trunk 1 VAV 14 CMAX STPT,Occupied Cooling Maximum Flow,84,Analog Output
604_1_3012510,AP&M.RM-5161.DMPR-CMD,NAE 104 N2 Trunk 1 VAV 14 DMPR CMD,Damper Command,98,Analog Output
604_1_3012511,AP&M.RM-5161.HMAX-STPT,NAE 104 N2 Trunk 1 VAV 14 HMAX STPT,Occupied Heating Maximum Flow,84,Analog Output
604_1_3012512,AP&M.RM-5161.HTG-VLV,NAE 104 N2 Trunk 1 VAV 14 HTG VLV,Heating Valve Command,98,Analog Output
604_1_3012513,AP&M.RM-5161.OCLG-STPT,NAE 104 N2 Trunk 1 VAV 14 OCLG STPT,Occupied Cooling Setpoint,64,Analog Output
604_1_3012514,AP&M.RM-5161.OCMIN-STPT,NAE 104 N2 Trunk 1 VAV 14 OCMIN STPT,Occupied Cooling Minimum Flow,84,Analog Output
604_1_3012515,AP&M.RM-5161.OHMIN-STPT,NAE 104 N2 Trunk 1 VAV 14 OHMIN STPT,Occupied Heating Minimum Flow,84,Analog Output
604_1_3012516,AP&M.RM-5161.OHTG-STPT,NAE 104 N2 Trunk 1 VAV 14 OHTG STPT,Occupied Heating Setpoint,64,Analog Output
604_1_3012518,AP&M.RM-5161.SUPFLO-STPT,NAE 104 N2 Trunk 1 VAV 14 SUPFLO STPT,Supply Air Flow Setpoint,84,Analog Output
604_1_3012524,AP&M.5FLE-HALL.CMAX-STPT,NAE 104 N2 Trunk 1 VAV 13 CMAX STPT,Occupied Cooling Maximum Flow,84,Analog Output
604_1_3012525,AP&M.5FLE-HALL.DMPR-CMD,NAE 104 N2 Trunk 1 VAV 13 DMPR CMD,Damper Command,98,Analog Output
604_1_3012526,AP&M.5FLE-HALL.HMAX-STPT,NAE 104 N2 Trunk 1 VAV 13 HMAX STPT,Occupied Heating Maximum Flow,84,Analog Output
