SourceIdentifier,VendorGivenName,BACnetName,BACnetDescription,BACnetUnit,BACnetTypeStr
506_2_3009759,EBU2_ZENITH,NAE 06 EBU2_ZENITH,Solar Zenith Angle,90,Analog Value
506_2_3009758,EBU2_AZIMUTH,NAE 06 EBU2_AZIMUTH,Solar Azimuth Angle,90,Analog Value
505_0_3000847,EBU3B.AH1-1.RF1-F,NAE 05 N2 1 DX 32 RF1 F,Return Fan 1 Flow (cfm x 10),84,Analog Value
505_0_3000849,EBU3B.AH1-1.RF2-F,NAE 05 N2 1 DX 32 RF2 F,Return Fan 2 Flow (cfm x 10),84,Analog Value
505_0_3000851,EBU3B.AH1-1.RF3-F,NAE 05 N2 1 DX 32 RF3 F,Return Fan 3 Flow (cfm x 10),84,Analog Value
505_0_3000853,EBU3B.AH1-1.RF4-F,NAE 05 N2 1 DX 32 RF4 F,Return Fan 4 Flow (cfm x 10),84,Analog Value
506_2_3010314,BSBM_RH,BSBM_RH,Relative Humidity,95,Analog Value
506_2_3009732,EBU2_RH,EBU2_RH,Relative Humidity,98,Analog Value
506_2_3009741,HUBBS_RH,NAE 06 HUBBS_RH,Relative Humidity,98,Analog Value
506_2_3010319,BSBM_ENTHALPY,BSBM_ENTHALPY,Computed Outside Enthalpy,24,Analog Value
506_2_3009737,EBU2_ENTHALPY,EBU2_ENTHALPY,Computed Outside Enthalpy,24,Analog Value
506_2_3009745,HUBBS_ENTHALPY,NAE 06 HUBBS_ENTHALPY,Computed Outside Enthalpy,24,Analog Value
506_2_3010313,BSBM_OSA-T,BSBM_OSA T,Outside Air Temp,64,Analog Value
506_2_3009731,EBU2_OSA-T,EBU2_OSA T,Outside Air Temperature,64,Analog Value
506_2_3009740,HUBBS_OSA-T,NAE 06 HUBBS_OSA T,Outside Air Temperature,64,Analog Value
505_2_3002407,EBU3B.HW-SYS..OA-SP,NAE 05 Programming CHW   HW CONTROL OA SP,OA Setpoint to disable HW system,64,Analog Value
505_2_3017930,EBU3B.Load Shed..MTW1T-SP Load Shed,NAE 05 Programming EBU3B Load Shed EBU3B MTW1T SP Load Shed,MTW1T-SP Load Shed,64,Analog Value
505_2_3017933,EBU3B.Load Shed..MTW2T-SP Load Shed,NAE 05 Programming EBU3B Load Shed EBU3B MTW2T SP Load Shed,MTW2T-SP Load Shed,64,Analog Value
505_2_3013658,EBU3B.SERVER ROOM.HITEMPALM-STPT,NAE 05 Programming File Server Room HITEMPALM STPT,High Temp Alarm Setpoint,64,Analog Value
505_2_3002374,EBU3B.AH-1..DASP-LO IN,NAE 05 Programming AH 1 DA RESET DEMAND LO,DA COOLING DEMAND LOW IN,302,Analog Value
505_2_3002375,EBU3B.AH-1..DASP-HI IN,NAE 05 Programming AH 1 DA RESET DEMAND HI,DA COOLING DEMAND HIGH IN,302,Analog Value
505_2_3017936,EBU3B.CHWDP-SP..Load Shed,NAE 05 Programming EBU3B Load Shed EBU3B CHWDP SP Load Shed,CHWDP-SP Load Shed,56,Analog Value
505_2_3002099,EBU3B.BLDG-AVG..AVG CLG DEMAND,NAE 05 Programming AVERAGE FLOOR COOLING DEMAND BLDG AVG,AVERAGE COOLING DEMAND IN BUILDING,302,Analog Value
506_2_3010312,BSBM_BATT,BSBM_BATT,Battery Voltage,5,Analog Value
506_2_3009730,EBU2_BATT,EBU2_BATT,Battery Voltage,5,Analog Value
506_2_3009739,HUBBS_BATT,NAE 06 HUBBS_BATT,Battery Voltage,5,Analog Value
505_2_3022109,EBU3B.Rm-Bxxx..SUPFLO AVG %,NAE 05 Programming AVERAGE SUPFLOW   BSMT SUPFLO AVG,AVERAGE SUPFLOW %,98,Analog Value
505_2_3022110,EBU3B.Rm-1xxx..SUPFLO AVG %,NAE 05 Programming AVERAGE SUPFLOW   1st FLR SUPFLO AVG,AVERAGE SUPFLOW %,95,Analog Value
505_2_3023680,EBU3B.Rm-2xxx..SUPFLO AVG %,NAE 05 Programming AVERAGE SUPFLOW   2nd FLR SUPFLO AVG,AVERAGE SUPFLOW %,95,Analog Value
506_2_3011378,EBU3B.RM-3xxx..3rd FLR-SUPFLO AVG %,NAE 06 Programming AVERAGE SUPFLOW   3rd FLR SUPFLO AVG,Average Supply Flow,95,Analog Value
506_2_3011379,EBU3B.RM-4xxx..4th FLR-SUPFLO AVG %,NAE 06 Programming AVERAGE SUPFLOW   4th FLR SUPFLO AVG,Average Supply Flow,95,Analog Value
505_2_3002097,EBU3B.Rm-Bxxx..BSMT-AVG,NAE 05 Programming AVERAGE FLOOR COOLING DEMAND BSMT AVG,AVERAGE COOLING DEMAND IN BASEMENT,302,Analog Value
505_2_3015663,EBU3B.CO2 Conrol..Co2 Differiential,NAE 05 Programming CO2 Control Co2 Differiencial,CO2 Differential,95,Analog Value
505_2_3002098,EBU3B.Rm-1xxx..1ST-AVG,NAE 05 Programming AVERAGE FLOOR COOLING DEMAND 1ST AVG,AVERAGE COOLING DEMAND ON 1ST FLR,302,Analog Value
506_2_3003387,EBU3B.RM-2xxx..2ND-AVG,NAE 06 Programming AVERAGE FLOOR COOLING DEMAND 2ND AVG,AVERAGE COOLING DEMAND ON FLR,98,Analog Value
506_2_3003388,EBU3B.RM-3xxx..3RD-AVG,NAE 06 Programming AVERAGE FLOOR COOLING DEMAND 3RD AVG,AVERAGE COOLING DEMAND ON FLR,302,Analog Value
506_2_3003389,EBU3B.RM-4xxx..4TH-AVG,NAE 06 Programming AVERAGE FLOOR COOLING DEMAND 4TH AVG,AVERAGE COOLING DEMAND ON FLR,302,Analog Value
505_2_3026079,EBU3B.AH1-1.RF1-F,NAE 05 Programming AH 1 FLOW SENSOR CALC RF 1 SUPPLY FLOW,Return Fan 1 Flow,84,Analog Value
505_2_3026077,EBU3B.AH1-1.RF2-F,NAE 05 Programming AH 1 FLOW SENSOR CALC RF 2 SUPPLY FLOW,Return Fan 2 Flow,84,Analog Value
505_2_3026081,EBU3B.AH1-1.RF3-F,NAE 05 Programming AH 1 FLOW SENSOR CALC RF 3 SUPPLY FLOW,Return Fan 3 Flow,84,Analog Value
505_2_3026083,EBU3B.AH1-1.RF4-F,NAE 05 Programming AH 1 FLOW SENSOR CALC RF 4 SUPPLY FLOW,Return Fan 4 Flow,84,Analog Value
505_2_3026067,EBU3B.AH1-1.SF1-F,NAE 05 Programming AH 1 FLOW SENSOR CALC SF 1 SUPPLY FLOW,Supply Fan 1 Flow,84,Analog Value
505_2_3026069,EBU3B.AH1-1.SF2-F,NAE 05 Programming AH 1 FLOW SENSOR CALC SF 2 SUPPLY FLOW,Supply Fan 2 Flow,84,Analog Value
505_2_3026071,EBU3B.AH1-1.SF3-F,NAE 05 Programming AH 1 FLOW SENSOR CALC SF 3 SUPPLY FLOW,Supply Fan 3 Flow,84,Analog Value
505_2_3026073,EBU3B.AH1-1.SF4-F,NAE 05 Programming AH 1 FLOW SENSOR CALC SF 4 SUPPLY FLOW,Supply Fan 4 Flow,84,Analog Value
506_3_3002910,EBU3B.RM-3154..T-OCC,NAE 06 N2 2 VMA103 T OCC,Temp Occ Sts,,Binary Input
505_3_3015290,EBU3B.CRAC-1.HUMD-PAN,NAE 05 N2 2 VND 162 HUMD PAN,No Water In Humidifier Pan,,Binary Input
505_3_3015354,EBU3B.CRAC-2.HUMD-PAN,NAE 05 N2 2 VND 163 HUMD PAN,No Water In Humidifier Pan,,Binary Input
505_3_3015226,EBU3B.CRAC-3.HUMD-PAN,NAE 05 N2 2 VND 161 HUMD PAN,No Water In Humidifier Pan,,Binary Input
505_3_3015162,EBU3B.CRAC-4.HUMD-PAN,NAE 05 N2 2 VND 160 HUMD PAN,No Water In Humidifier Pan,,Binary Input
505_3_3015297,EBU3B.CRAC-1.LOSS-H2O,NAE 05 N2 2 VND 162 LOSS H2O,Loss Of Water,,Binary Input
505_3_3015361,EBU3B.CRAC-2.LOSS-H2O,NAE 05 N2 2 VND 163 LOSS H2O,Loss Of Water,,Binary Input
505_3_3015233,EBU3B.CRAC-3.LOSS-H2O,NAE 05 N2 2 VND 161 LOSS H2O,Loss Of Water,,Binary Input
505_3_3015169,EBU3B.CRAC-4.LOSS-H2O,NAE 05 N2 2 VND 160 LOSS H2O,Loss Of Water,,Binary Input
505_3_3000061,EBU3B.HW-SYS.HX1-ES,NAE 05 N2 1 DX 12 HX1 ES,HX1 ISO VLV STS,,Binary Input
505_3_3000062,EBU3B.HW-SYS.HX2-ES,NAE 05 N2 1 DX 12 HX2 ES,HX2 ISO VLV STS,,Binary Input
505_3_3015272,EBU3B.CRAC-1.ECONOCYC,NAE 05 N2 2 VND 162 ECONOCYC,Econ-O-Cycle On-Off,,Binary Input
505_3_3015336,EBU3B.CRAC-2.ECONOCYC,NAE 05 N2 2 VND 163 ECONOCYC,Econ-O-Cycle On-Off,,Binary Input
505_3_3015208,EBU3B.CRAC-3.ECONOCYC,NAE 05 N2 2 VND 161 ECONOCYC,Econ-O-Cycle On-Off,,Binary Input
505_3_3015144,EBU3B.CRAC-4.ECONOCYC,NAE 05 N2 2 VND 160 ECONOCYC,Econ-O-Cycle On-Off,,Binary Input
505_3_3015303,EBU3B.CRAC-1.INV-BYPS,NAE 05 N2 2 VND 162 INV BYPS,Inverter On Bypass,,Binary Input
505_3_3015367,EBU3B.CRAC-2.INV-BYPS,NAE 05 N2 2 VND 163 INV BYPS,Inverter On Bypass,,Binary Input
505_3_3015239,EBU3B.CRAC-3.INV-BYPS,NAE 05 N2 2 VND 161 INV BYPS,Inverter On Bypass,,Binary Input
505_3_3015175,EBU3B.CRAC-4.INV-BYPS,NAE 05 N2 2 VND 160 INV BYPS,Inverter On Bypass,,Binary Input
505_3_3015301,EBU3B.CRAC-1.SHORTCYC,NAE 05 N2 2 VND 162 SHORTCYC,Short Cycle,,Binary Input
505_3_3015365,EBU3B.CRAC-2.SHORTCYC,NAE 05 N2 2 VND 163 SHORTCYC,Short Cycle,,Binary Input
505_3_3015237,EBU3B.CRAC-3.SHORTCYC,NAE 05 N2 2 VND 161 SHORTCYC,Short Cycle,,Binary Input
505_3_3015173,EBU3B.CRAC-4.SHORTCYC,NAE 05 N2 2 VND 160 SHORTCYC,Short Cycle,,Binary Input
505_3_3015299,EBU3B.CRAC-1.STANDBY,NAE 05 N2 2 VND 162 STANDBY,Standby Unit On,,Binary Input
505_3_3015363,EBU3B.CRAC-2.STANDBY,NAE 05 N2 2 VND 163 STANDBY,Standby Unit On,,Binary Input
505_3_3015235,EBU3B.CRAC-3.STANDBY,NAE 05 N2 2 VND 161 STANDBY,Standby Unit On,,Binary Input
505_3_3015171,EBU3B.CRAC-4.STANDBY,NAE 05 N2 2 VND 160 STANDBY,Standby Unit On,,Binary Input
505_3_3015280,EBU3B.CRAC-1.GLYCOOL,NAE 05 N2 2 VND 162 GLYCOOL,Standy Glycool Unit On,,Binary Input
505_3_3015344,EBU3B.CRAC-2.GLYCOOL,NAE 05 N2 2 VND 163 GLYCOOL,Standy Glycool Unit On,,Binary Input
505_3_3015216,EBU3B.CRAC-3.GLYCOOL,NAE 05 N2 2 VND 161 GLYCOOL,Standy Glycool Unit On,,Binary Input
505_3_3015152,EBU3B.CRAC-4.GLYCOOL,NAE 05 N2 2 VND 160 GLYCOOL,Standy Glycool Unit On,,Binary Input
505_3_3015308,EBU3B.CRAC-1.OFF-LOCL,NAE 05 N2 2 VND 162 OFF LOCL,Unit Turned Off Locally,,Binary Input
505_3_3015372,EBU3B.CRAC-2.OFF-LOCL,NAE 05 N2 2 VND 163 OFF LOCL,Unit Turned Off Locally,,Binary Input
505_3_3015244,EBU3B.CRAC-3.OFF-LOCL,NAE 05 N2 2 VND 161 OFF LOCL,Unit Turned Off Locally,,Binary Input
505_3_3015180,EBU3B.CRAC-4.OFF-LOCL,NAE 05 N2 2 VND 160 OFF LOCL,Unit Turned Off Locally,,Binary Input
505_3_3015309,EBU3B.CRAC-1.OFF-REMT,NAE 05 N2 2 VND 162 OFF REMT,Unit Turned Off Remotely,,Binary Input
505_3_3015373,EBU3B.CRAC-2.OFF-REMT,NAE 05 N2 2 VND 163 OFF REMT,Unit Turned Off Remotely,,Binary Input
505_3_3015245,EBU3B.CRAC-3.OFF-REMT,NAE 05 N2 2 VND 161 OFF REMT,Unit Turned Off Remotely,,Binary Input
505_3_3015181,EBU3B.CRAC-4.OFF-REMT,NAE 05 N2 2 VND 160 OFF REMT,Unit Turned Off Remotely,,Binary Input
506_3_3001424,EBU3B.RM-2230..T-OCC,NAE 06 N2 1 VMA113 T OCC,Temp Occ Sts,,Binary Input
506_3_3001445,EBU3B.RM-2232..T-OCC,NAE 06 N2 1 VMA114 T OCC,Temp Occ Sts,,Binary Input
505_3_3000804,EBU3B.AH1-1.SF1-STS,NAE 05 N2 1 DX 32 SF1 STS,Supply Fan 1 Status,,Binary Input
505_3_3000806,EBU3B.AH1-1.SF2-STS,NAE 05 N2 1 DX 32 SF2 STS,Supply Fan 2 Status,,Binary Input
505_3_3000808,EBU3B.AH1-1.SF3-STS,NAE 05 N2 1 DX 32 SF3 STS,Supply Fan 3 Status,,Binary Input
505_3_3000810,EBU3B.AH1-1.SF4-STS,NAE 05 N2 1 DX 32 SF4 STS,Supply Fan 4 Status,,Binary Input
505_3_3000812,EBU3B.AH1-1.SA-HL,NAE 05 N2 1 DX 32 SA HL,Supply Air High Limit,,Binary Input
505_3_3000120,EBU3B.RM-B103A..EF1-S,NAE 05 N2 1 VMA 114 EF1 S,Exhaust Fan 1 Sts / Electrical Room Bsmt,,Binary Input
506_3_3001466,EBU3B.RM-2234..T-OCC,NAE 06 N2 1 VMA115 T OCC,Temp Occ Sts,,Binary Input
506_3_3005883,EBU3B.RM-2234..OCC-S,NAE 06 N2 1 VMA115 OCCSEN STS,Occupancy Sensor,,Binary Input
506_3_3001487,EBU3B.RM-2236..T-OCC,NAE 06 N2 1 VMA116 T OCC,Temp Occ Sts,,Binary Input
505_3_3000159,EBU3B.RM-B210..T-OCC,NAE 05 N2 1 VMA 116 T OCC,Temp Occ Sts,,Binary Input
505_3_3015470,EBU3B.RM-B210..OCC-Sensor,NAE 05 N2 1 VMA 116 OCC S,Occupancy Sensor,,Binary Input
505_3_3014467,EBU3B.RM-210..CO2-Hi Alarm,NAE 05 N2 1 VMA 116 CO2 HIA,CO2 Hi Alarm,,Binary Input
506_3_3001508,EBU3B.RM-2238..T-OCC,NAE 06 N2 1 VMA117 T OCC,Temp Occ Sts,,Binary Input
505_3_3000181,EBU3B.RM-B220..T-OCC,NAE 05 N2 1 VMA 117 T OCC,Temp Occ Sts,,Binary Input
505_3_3015518,EBU3B.RM-B220..Occ-Sen,NAE 05 N2 1 VMA 117 Occ Sen,Occupancy Sensor,,Binary Input
505_3_3014457,EBU3B.RM-B220..CO2-Hi Alarm,NAE 05 N2 1 VMA 117 CO2 ALM,CO2 Hi Alarm,,Binary Input
505_3_3000203,EBU3B.RM-B230..T-OCC,NAE 05 N2 1 VMA 118 T OCC,Temp Occ Sts,,Binary Input
505_3_3015521,EBU3B.RM-B230..Occ-Sen,NAE 05 N2 1 VMA 118 Occ Sen,Occupancy Sensor,,Binary Input
505_3_3014469,EBU3B.RM-230..CO2-Hi Alarm,NAE 05 N2 1 VMA 118 CO2 HIA,CO2 Hi Alarm,,Binary Input
505_3_3000225,EBU3B.RM-B240..T-OCC,NAE 05 N2 1 VMA 119 T OCC,Temp Occ Sts,,Binary Input
505_3_3015524,EBU3B.RM-B240..Occ-Sen,NAE 05 N2 1 VMA 119 Occ Sen,Occupancy Sensor,,Binary Input
505_3_3014471,EBU3B.RM-B240..CO2-Hi Alarm,NAE 05 N2 1 VMA 119 CO2 HIA,CO2 Hi Alarm,,Binary Input
506_3_3003252,EBU3B.RM-3152..T-OCC,NAE 06 N2 2 VMA120 T OCC,Temp Occ Sts,,Binary Input
505_3_3000247,EBU3B.RM-B250..T-OCC,NAE 05 N2 1 VMA 120 T OCC,Temp Occ Sts,,Binary Input
505_3_3015527,EBU3B.RM-B250..Occ-Sen,NAE 05 N2 1 VMA 120 Occ Sen,Occupancy Sensor,,Binary Input
505_3_3001966,EBU3B.RM-1208..EF2-S,NAE 05 N2 2 VMA 120 EF S,Exhaust Fan Status / Rms 1211-1206-1201,,Binary Input
505_3_3014473,EBU3B.RM-B250..CO2-Hi Alarm,NAE 05 N2 1 VMA 120 CO2 HIA,CO2 Hi Alarm,,Binary Input
506_3_3003273,EBU3B.RM-3150..T-OCC,NAE 06 N2 2 VMA121 T OCC,Temp Occ Sts,,Binary Input
505_3_3000269,EBU3B.RM-B260..T-OCC,NAE 05 N2 1 VMA 121 T OCC,Temp Occ Sts,,Binary Input
505_3_3015304,EBU3B.CRAC-1.STBY-FAN,NAE 05 N2 2 VND 162 STBY FAN,Standby Fan On,,Binary Input
505_3_3015368,EBU3B.CRAC-2.STBY-FAN,NAE 05 N2 2 VND 163 STBY FAN,Standby Fan On,,Binary Input
505_3_3015240,EBU3B.CRAC-3.STBY-FAN,NAE 05 N2 2 VND 161 STBY FAN,Standby Fan On,,Binary Input
505_3_3015176,EBU3B.CRAC-4.STBY-FAN,NAE 05 N2 2 VND 160 STBY FAN,Standby Fan On,,Binary Input
505_3_3015296,EBU3B.CRAC-1.SMOKE,NAE 05 N2 2 VND 162 SMOKE,Smoke Detected,,Binary Input
505_3_3015360,EBU3B.CRAC-2.SMOKE,NAE 05 N2 2 VND 163 SMOKE,Smoke Detected,,Binary Input
505_3_3015232,EBU3B.CRAC-3.SMOKE,NAE 05 N2 2 VND 161 SMOKE,Smoke Detected,,Binary Input
505_3_3015168,EBU3B.CRAC-4.SMOKE,NAE 05 N2 2 VND 160 SMOKE,Smoke Detected,,Binary Input
505_3_3000301,EBU3B.CHWP1.STATUS,NAE 05 N2 1 NAE5 T1 VND075  CHWP1 VFD 21 STATUS,Run Status,,Binary Input
505_3_3000341,EBU3B.CHWP2.STATUS,NAE 05 N2 1 NAE5 T1 VND22  CHWP2 VFD 22 STATUS,Run Status,,Binary Input
505_3_3000381,EBU3B.HWP1.STATUS,NAE 05 N2 1 NAE5 T1 VND23  HWP1 VFD 23 STATUS,Run Status,,Binary Input
505_3_3000421,EBU3B.HWP2.STATUS,NAE 05 N2 1 NAE5 T1 VND24  HWP2 VFD 1 STATUS,Run Status,,Binary Input
505_3_3000621,EBU3B.RF1.STATUS,NAE 05 N2 1 NAE5 T1 VND45  RF 1 VFD 45 STATUS,Run Status,,Binary Input
505_3_3000661,EBU3B.RF2.STATUS,NAE 05 N2 1 NAE5 T1 VND46  RF 2 VFD 46 STATUS,Run Status,,Binary Input
505_3_3000701,EBU3B.RF3.STATUS,NAE 05 N2 1 NAE5 T1 VND47  RF 3 VFD 47 STATUS,Run Status,,Binary Input
505_3_3000741,EBU3B.RF4.STATUS,NAE 05 N2 1 NAE5 T1 VND48  RF 4 VFD 48 STATUS,Run Status,,Binary Input
505_3_3000461,EBU3B.SF1.STATUS,NAE 05 N2 1 NAE5 T1 VND41  SF 1 VFD 41 STATUS,Run Status,,Binary Input
505_3_3000501,EBU3B.SF2.STATUS,NAE 05 N2 1 NAE5 T1 VND42  SF 2 VFD 42 STATUS,Run Status,,Binary Input
505_3_3000541,EBU3B.SF3.STATUS,NAE 05 N2 1 NAE5 T1 VND43  SF 3 VFD 43 STATUS,Run Status,,Binary Input
505_3_3000581,EBU3B.SF4.STATUS,NAE 05 N2 1 NAE5 T1 VND44  SF 4 VFD 44 STATUS,Run Status,,Binary Input
505_3_3014609,EBU3B.CHWP3-VFD.ENA-STS,NAE 05 N2 1 VND 26 ENA STS,Run Enable Status,,Binary Input
505_3_3014644,EBU3B.CHWP4-VFD.ENA-STS,NAE 05 N2 1 VND 27 ENA STS,Run Enable Status,,Binary Input
505_3_3015275,EBU3B.CRAC-1.UNIT-STS,NAE 05 N2 2 VND 162 UNIT STS,Unit Run (Feedback),,Binary Input
505_3_3015339,EBU3B.CRAC-2.UNIT-STS,NAE 05 N2 2 VND 163 UNIT STS,Unit Run (Feedback),,Binary Input
505_3_3015211,EBU3B.CRAC-3.UNIT-STS,NAE 05 N2 2 VND 161 UNIT STS,Unit Run (Feedback),,Binary Input
505_3_3015147,EBU3B.CRAC-4.UNIT-STS,NAE 05 N2 2 VND 160 UNIT STS,Unit Run (Feedback),,Binary Input
505_3_3000302,EBU3B.CHWP1.DIRECTION,NAE 05 N2 1 NAE5 T1 VND075  CHWP1 VFD 21 DIRECTION,Run Direction Status,,Binary Input
505_3_3000342,EBU3B.CHWP2.DIRECTION,NAE 05 N2 1 NAE5 T1 VND22  CHWP2 VFD 22 DIRECTION,Run Direction Status,,Binary Input
505_3_3000382,EBU3B.HWP1.DIRECTION,NAE 05 N2 1 NAE5 T1 VND23  HWP1 VFD 23 DIRECTION,Run Direction Status,,Binary Input
505_3_3000422,EBU3B.HWP2.DIRECTION,NAE 05 N2 1 NAE5 T1 VND24  HWP2 VFD 1 DIRECTION,Run Direction Status,,Binary Input
505_3_3000622,EBU3B.RF1.DIRECTION,NAE 05 N2 1 NAE5 T1 VND45  RF 1 VFD 45 DIRECTION,Run Direction Status,,Binary Input
505_3_3000662,EBU3B.RF2.DIRECTION,NAE 05 N2 1 NAE5 T1 VND46  RF 2 VFD 46 DIRECTION,Run Direction Status,,Binary Input
505_3_3000702,EBU3B.RF3.DIRECTION,NAE 05 N2 1 NAE5 T1 VND47  RF 3 VFD 47 DIRECTION,Run Direction Status,,Binary Input
505_3_3000742,EBU3B.RF4.DIRECTION,NAE 05 N2 1 NAE5 T1 VND48  RF 4 VFD 48 DIRECTION,Run Direction Status,,Binary Input
505_3_3000462,EBU3B.SF1.DIRECTION,NAE 05 N2 1 NAE5 T1 VND41  SF 1 VFD 41 DIRECTION,Run Direction Status,,Binary Input
505_3_3000502,EBU3B.SF2.DIRECTION,NAE 05 N2 1 NAE5 T1 VND42  SF 2 VFD 42 DIRECTION,Run Direction Status,,Binary Input
505_3_3000542,EBU3B.SF3.DIRECTION,NAE 05 N2 1 NAE5 T1 VND43  SF 3 VFD 43 DIRECTION,Run Direction Status,,Binary Input
505_3_3000582,EBU3B.SF4.DIRECTION,NAE 05 N2 1 NAE5 T1 VND44  SF 4 VFD 44 DIRECTION,Run Direction Status,,Binary Input
505_3_3000805,EBU3B.AH1-1.RF1-STS,NAE 05 N2 1 DX 32 RF1 STS,Return Fan 1 Status,,Binary Input
505_3_3000807,EBU3B.AH1-1.RF2-STS,NAE 05 N2 1 DX 32 RF2 STS,Return Fan 2 Status,,Binary Input
505_3_3000809,EBU3B.AH1-1.RF3-STS,NAE 05 N2 1 DX 32 RF3 STS,Return Fan 3 Status,,Binary Input
505_3_3000811,EBU3B.AH1-1.RF4-STS,NAE 05 N2 1 DX 32 RF4 STS,Return Fan 4 Status,,Binary Input
505_3_3000813,EBU3B.AH1-1.RA-LL,NAE 05 N2 1 DX 32 RA LL,Return Air High Limit,,Binary Input
505_3_3012219,EBU3B.RM-B260..OCCSENS,NAE 05 N2 1 VMA 121 OCCSENS,Occupancy Sensor,,Binary Input
505_3_3014475,EBU3B.RM-B260..CO2-Hi Alarm,NAE 05 N2 1 VMA 121 CO2 HIA,CO2 Hi Alarm,,Binary Input
505_3_3000291,EBU3B.RM-B270..T-OCC,NAE 05 N2 1 VMA 122 T OCC,Temp Occ Sts,,Binary Input
506_3_3009753,EBU3B.RM-3127..OCC-S,NAE 06 N2 2 VMA122 EBU3BRM 3127OCC,Occupancy Sensor,,Binary Input
505_3_3015532,EBU3B.RM-B270..Occ-Sen,NAE 05 N2 1 VMA 122 Occ Sen,Occupancy Sensor,,Binary Input
505_3_3014477,EBU3B.RM-B270..CO2-Hi Alarm,NAE 05 N2 1 VMA 122 CO2 HIA,CO2 Hi Alarm,,Binary Input
506_3_3003311,EBU3B.RM-3148..T-OCC,NAE 06 N2 2 VMA123 T OCC,Temp Occ Sts,,Binary Input
506_3_3003332,EBU3B.RM-3146..T-OCC,NAE 06 N2 2 VMA124 T OCC,Temp Occ Sts,,Binary Input
506_3_3003353,EBU3B.RM-3144..T-OCC,NAE 06 N2 2 VMA125 T OCC,Temp Occ Sts,,Binary Input
505_3_3000064,EBU3B.CHW-SYS.CHWP2-STS,NAE 05 N2 1 DX 12 CHWP2 ST,CHW PUMP 2 STS,,Binary Input
505_3_3014654,EBU3B.FSCHW.CHP3-STS,NAE 05 N2 1 DX 12 File Server CHW System CHP3 STS,Chilled Water Pump 3 Status,,Binary Input
505_3_3015124,EBU3B.FSCHW.CHP4-STS,NAE 05 N2 1 DX 12 File Server CHW System CHP4 STS,Chilled Water Pump 4 Status,,Binary Input
505_3_3000063,EBU3B.CHW-SYS.CHWP1-STS,NAE 05 N2 1 DX 12 CHWP1 ST,CHW PUMP 1 STS,,Binary Input
505_3_3000059,EBU3B.HW-SYS.HWP1-STS,NAE 05 N2 1 DX 12 HWP1 STS,HW PUMP 1 STS,,Binary Input
505_3_3000060,EBU3B.HW-SYS.HWP2-STS,NAE 05 N2 1 DX 12 HWP2 STS,HW PUMP 2 STS,,Binary Input
505_3_3014675,EBU3B.FSCHW.ENA-CHWP3,NAE 05 N2 1 DX 12 File Server CHW System ENA CHWP3,Chilled Water Pump 3 Enable,,Binary Input
505_3_3014676,EBU3B.FSCHW.ENA-CHWP4,NAE 05 N2 1 DX 12 File Server CHW System ENA CHWP4,Chilled Water Pump 4 Enable,,Binary Input
505_3_3000004,EBU3B.CHW-SYS.CHWP1-ALM,NAE 05 N2 1 DX 12 CWP1 ALM,CHW PUMP 1 ALARM,,Binary Input
505_3_3000006,EBU3B.CHW-SYS.CHWP2-ALM,NAE 05 N2 1 DX 12 CWP2 ALM,CHW PUMP 2 ALARM,,Binary Input
505_3_3014661,EBU3B.FSCHW.CHWP3-ALM,NAE 05 N2 1 DX 12 File Server CHW System CHWP3 ALM,Chilled Water Pump 3 Alarm,,Binary Input
505_3_3014667,EBU3B.FSCHW.CHWP4-ALM,NAE 05 N2 1 DX 12 File Server CHW System CHWP4 ALM,Chilled Water Pump 4 Alarm,,Binary Input
505_3_3000065,EBU3B.HW-SYS.HWP1-ALM,NAE 05 N2 1 DX 12 HWP1 ALM,HW PUMP 1 ALARM,,Binary Input
505_3_3000067,EBU3B.HW-SYS.HWP2-ALM,NAE 05 N2 1 DX 12 HWP2 ALM,HWP 2 ALARM,,Binary Input
505_3_3015302,EBU3B.CRAC-1.POW-LOSS,NAE 05 N2 2 VND 162 POW LOSS,Loss Of Power,,Binary Input
505_3_3015366,EBU3B.CRAC-2.POW-LOSS,NAE 05 N2 2 VND 163 POW LOSS,Loss Of Power,,Binary Input
505_3_3015238,EBU3B.CRAC-3.POW-LOSS,NAE 05 N2 2 VND 161 POW LOSS,Loss Of Power,,Binary Input
505_3_3015174,EBU3B.CRAC-4.POW-LOSS,NAE 05 N2 2 VND 160 POW LOSS,Loss Of Power,,Binary Input
506_3_3003374,EBU3B.RM-3142..T-OCC,NAE 06 N2 2 VMA126 T OCC,Temp Occ Sts,,Binary Input
506_3_3001855,EBU3B.RM-4154..T-OCC,NAE 06 N2 2 VMA132 T OCC,Temp Occ Sts,,Binary Input
505_3_3001277,EBU3B.RM-1124..T-OCC,NAE 05 N2 2 VMA 134 T OCC,Temp Occ Sts,,Binary Input
506_3_3002017,EBU3B.RM-4230..T-OCC,NAE 06 N2 2 VMA140 T OCC,Temp Occ Sts,,Binary Input
506_3_3002038,EBU3B.RM-4232..T-OCC,NAE 06 N2 2 VMA141 T OCC,Temp Occ Sts,,Binary Input
506_3_3002079,EBU3B.RM-4240..T-OCC,NAE 06 N2 2 VMA143 T OCC,Temp Occ Sts,,Binary Input
506_3_3002120,EBU3B.RM-4242..T-OCC,NAE 06 N2 2 VMA145 T OCC,Temp Occ Sts,,Binary Input
